ID;CODE;ISO_DIG;ISO_LAT3;NAME_RUS;NAME_COU;NAME_COU1;NAME_COU2;NAME_COU3;CB_DATE;CE_DATE
138;138;191;HRK;КУНА;ХОРВАТИЯ;;;;01.07.1995;18.06.1997
304;230;682;SAR;САУДОВСКИЙ РИЯЛ;САУДОВСКАЯ АРАВИЯ;;;;01.01.2001;31.12.2099
174;174;388;JMD;ЯМАЙСКИЙ ДОЛЛАР;ЯМАЙКА;;;;01.07.1995;31.12.2099
409;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; КИПР; ЛЮКСЕМБУРГ; МАЙОТТА; МАЛЬТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕН-БАРТЕЛЕМИ; СЕН-МА";"РТЕН (ФРАНЦУЗСКАЯ ЧАСТЬ); СЕНТ-ПЬЕР И МИКЕЛОН; СЛОВАКИЯ; СЛОВЕНИЯ; ФИНЛЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ; ЧЕРНОГОРИЯ; ЭЛАНДСКИЕ ОСТРОВА; ЭСТОНИЯ";;;25.06.2012;31.12.2013
188;188;434;LYD;ЛИВИЙСКИЙ ДИНАР;ЛИВИЙСКАЯ АРАБСКАЯ ДЖАМАХИРИЯ;;;;01.07.1995;24.06.2012
410;305;936;GHS;ГАНСКИЙ СЕДИ;ГАНА;;;;25.06.2012;31.12.2099
135;135;180;ZRN;НОВЫЙ ЗАИР;ЗАИР;;;;01.07.1995;31.12.2000
209;209;533;AWG;АРУБАНСКИЙ ГУЛЬДЕН;АРУБА;;;;01.07.1995;15.01.2012
269;269;901;TWD;НОВЫЙ ТАЙВАНЬСКИЙ ДОЛЛАР;ТАЙВАНЬ, ПРОВИНЦИЯ КИТАЯ;;;;01.07.1995;31.12.2002
392;268;894;ZMK;ЗАМБИЙСКАЯ КВАЧА;ЗАМБИЯ;;;;07.09.2009;31.12.2012
353;257;810;RUR;ПРИЗНАК РОССИЙСКОГО РУБЛЯ;РОССИЯ;;;;01.01.2004;29.02.2004
115;115;060;BMD;БЕРМУДСКИЙ ДОЛЛАР;БЕРМУДСКИЕ ОСТРОВА;;;;01.07.1995;31.12.2002
319;115;060;BMD;БЕРМУДСКИЙ ДОЛЛАР;БЕРМУДЫ;;;;01.01.2003;31.12.2099
326;179;408;KPW;СЕВЕРО-КОРЕЙСКАЯ ВОНА;КОРЕЯ, НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;;;;01.01.2003;31.10.2008
149;149;242;FJD;ДОЛЛАР ФИДЖИ;ФИДЖИ;;;;01.07.1995;31.12.2099
349;287;891;CSD;СЕРБСКИЙ ДИНАР;СЕРБИЯ И ЧЕРНОГОРИЯ;;;;01.01.2004;31.12.2006
361;105;031;AZM;АЗЕРБАЙДЖАНСКИЙ МАНАТ;АЗЕРБАЙДЖАН;;;;01.11.2005;31.12.2006
153;153;268;GEK;ГРУЗИНСКИЙ КУПОН;ГРУЗИЯ;;;;01.07.1995;31.10.1999
104;104;024;AON;НОВАЯ КВАНЗА;АНГОЛА;;;;01.07.1995;31.12.2000
145;145;222;SVC;САЛЬВАДОРСКИЙ КОЛОН;САЛЬВАДОР;;;;01.07.1995;31.12.2002
345;145;222;SVC;САЛЬВАДОРСКИЙ КОЛОН;ЭЛЬ-САЛЬВАДОР;;;;01.01.2003;31.12.2099
283;153;981;GEL;ЛАРИ;ГРУЗИЯ;;;;01.11.1999;31.12.2099
334;256;807;MKD;ДИНАР;МАКЕДОНИЯ, БЫВШАЯ ЮГОСЛАВСКАЯ РЕСПУБЛИКА;;;;01.01.2003;18.06.2006
275;275;960;XDR;СДР (СПЕЦИАЛЬНЫЕ ПРАВА ЗАИМСТВОВАНИЯ);МЕЖДУНАРОДНЫЙ ВАЛЮТНЫЙ ФОНД;;;;01.07.1995;31.12.2002
108;108;040;ATS;ШИЛЛИНГ;АВСТРИЯ;;;;01.07.1995;31.12.2002
260;260;834;TZS;ТАНЗАНИЙСКИЙ ШИЛЛИНГ;ТАНЗАНИЯ,  ЕДИНАЯ РЕСПУБЛИКА;;;;01.07.1995;31.12.2002
441;321;926;VED;БОЛИВАР СОБЕРАНО;ВЕНЕСУЭЛА (БОЛИВАРИАНСКАЯ РЕСПУБЛИКА);;;;01.01.2022;31.12.2099
436;316;928;VES;БОЛИВАР СОБЕРАНО;ВЕНЕСУЭЛА (БОЛИВАРИАНСКАЯ РЕСПУБЛИКА);;;;07.11.2018;31.12.2021
391;264;862;VEB;БОЛИВАР;ВЕНЕСУЭЛА (БОЛИВАРИАНСКАЯ РЕСПУБЛИКА);;;;07.09.2009;15.11.2009
438;243;748;SZL;ЛИЛАНГЕНИ;ЭСВАТИНИ;;;;07.11.2018;31.12.2099
179;179;408;KPW;СЕВЕРО-КОРЕЙСКАЯ ВОНА;КОРЕЯ, ДЕМОКРАТИЧЕСКАЯ НАРОДНАЯ РЕСПУБЛИКА;;;;01.07.1995;31.12.2002
205;205;516;NAD;ДОЛЛАР НАМИБИИ;НАМИБИЯ;;;;01.07.1995;31.12.2099
198;198;480;MUR;МАВРИКИЙСКАЯ РУПИЯ;МАВРИКИЙ;;;;01.07.1995;31.12.2099
103;103;020;ADP;АНДОРРСКАЯ ПЕСЕТА;АНДОРРА;;;;01.07.1995;30.06.2001
221;221;616;PLZ;ЗЛОТЫЙ;ПОЛЬША;;;;01.07.1995;31.10.1999
200;200;496;MNT;ТУГРИК;МОНГОЛИЯ;;;;01.07.1995;31.12.2099
143;143;214;DOP;ДОМИНИКАНСКОЕ ПЕСО;ДОМИНИКАНСКАЯ РЕСПУБЛИКА;;;;01.07.1995;31.12.2099
206;206;524;NPR;НЕПАЛЬСКАЯ РУПИЯ;НЕПАЛ;;;;01.07.1995;31.12.2099
208;208;532;ANG;НИДЕРЛАНДСКИЙ АНТИЛЬСКИЙ ГУЛЬДЕН;НИДЕРЛАНДСКИЕ АНТИЛЬСКИЕ ОСТРОВА;;;;01.07.1995;31.12.2002
329;208;532;ANG;НИДЕРЛАНДСКИЙ АНТИЛЬСКИЙ ГУЛЬДЕН;НИДЕРЛАНДСКИЕ АНТИЛЫ;;;;01.01.2003;30.06.2011
170;170;368;IQD;ИРАКСКИЙ ДИНАР;"ИРАК; НЕЙТРАЛЬНАЯ ЗОНА(МЕЖДУ САУДОВСКОЙ АРАВИЕЙ И ИРАКОМ)";;;;01.07.1995;31.12.2000
306;170;368;IQD;ИРАКСКИЙ ДИНАР;ИРАК;;;;01.01.2001;31.12.2099
240;240;724;ESP;ИСПАНСКАЯ ПЕСЕТА;"АНДОРРА; ИСПАНИЯ";;;;01.07.1995;31.12.2002
192;192;450;MGF;МАЛАГАСИЙСКИЙ ФРАНК;МАДАГАСКАР;;;;01.07.1995;31.12.2004
229;229;678;STD;ДОБРА;САН-ТОМЕ И ПРИНСИПИ;;;;01.07.1995;31.03.2018
346;261;840;USD;ДОЛЛАР США;"АМЕРИКАНСКОЕ САМОА; БРИТАНСКАЯ ТЕРРИТОРИЯ В ИНДИЙСКОМ ОКЕАНЕ; ВИРГИНСКИЕ ОСТРОВА (БРИТАНСКИЕ); ВИРГИНСКИЕ ОСТРОВА (США); ГАИТИ; ГУАМ; МАЛЫЕ ТИХООКЕАНСКИЕ ОТДАЛЕННЫЕ  ОСТРОВА СОЕДИНЕННЫХ ШТАТОВ; МАРШАЛЛОВЫ ОСТРОВА; МИКРОНЕЗИЯ, ФЕДЕРАТИВНЫЕ ШТАТЫ; ОСТР";"ОВА ТЕРКС И КАЙКОС; ПАЛАУ; ПАНАМА; ПУЭРТО-РИКО; СЕВЕРНЫЕ МАРИАНСКИЕ ОСТРОВА; СОЕДИНЕННЫЕ ШТАТЫ; ТИМОР-ЛЕСТЕ; ЭКВАДОР; ЭЛЬ-САЛЬВАДОР";;;01.06.2003;30.06.2011
262;262;858;UYP;УРУГВАЙСКОЕ ПЕСО;УРУГВАЙ;;;;01.07.1995;31.10.1999
118;118;072;BWP;ПУЛА;БОТСВАНА;;;;01.07.1995;31.12.2099
263;263;860;UZS;УЗБЕКСКИЙ СУМ;УЗБЕКИСТАН;;;;17.03.1997;31.12.2099
127;127;124;CAD;КАНАДСКИЙ ДОЛЛАР;КАНАДА;;;;01.07.1995;31.12.2099
315;272;952;XOF;ФРАНК КФА ВСЕАО;"БЕНИН;  БУРКИНА-ФАСО; КОТ-Д'ИВУАР; МАЛИ; НИГЕР; СЕНЕГАЛ; ТОГО";;;;01.07.1995;31.12.2000
265;265;882;WST;ТАЛА;САМОА;;;;01.07.1995;31.12.2099
250;250;780;TTD;ДОЛЛАР ТРИНИДАДА И ТОБАГО;ТРИНИДАД И ТОБАГО;;;;01.07.1995;31.12.2099
238;238;710;ZAR;РЭНД;"ЛЕСОТО; НАМИБИЯ; ЮЖНАЯ АФРИКА";;;;01.07.1995;31.12.2099
259;259;826;GBP;ФУНТ СТЕРЛИНГОВ;СОЕДИНЕННОЕ КОРОЛЕВСТВО (ВЕЛИКОБРИТАНИЯ);;;;01.07.1995;31.12.2002
183;183;418;LAK;КИП;ЛАОС, НАРОДНАЯ ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;;;;01.07.1995;31.12.2002
350;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; ЛЮКСЕМБУРГ; МАЙОТТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕНТ-ПЬЕР И МИКЕЛОН; СЕРБИЯ И ЧЕРНО";"ГОРИЯ; ФИНЛЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ";;;01.01.2004;31.12.2006
415;306;937;VEF;БОЛИВАР;ВЕНЕСУЭЛА;;;;01.01.2013;31.07.2016
184;184;422;LBP;ЛИВАНСКИЙ ФУНТ;ЛИВАН;;;;01.07.1995;31.12.2099
228;228;654;SHP;ФУНТ ОСТРОВА СВЯТОЙ ЕЛЕНЫ;ОСТРОВ СВЯТОЙ ЕЛЕНЫ;;;;01.07.1995;31.12.2002
331;228;654;SHP;ФУНТ СВЯТОЙ ЕЛЕНЫ;СВЯТАЯ ЕЛЕНА;;;;01.01.2003;31.08.2010
402;228;654;SHP;ФУНТ СВЯТОЙ ЕЛЕНЫ;СВЯТАЯ ЕЛЕНА,ОСТРОВ ВОЗНЕСЕНИЯ, ТРИСТАН - ДА - КУНЬЯ;;;;01.09.2010;31.12.2099
134;134;174;KMF;ФРАНК КОМОРСКИХ ОСТРОВОВ;КОМОРСКИЕ ОСТРОВА;;;;01.07.1995;31.12.2002
136;136;188;CRC;КОСТАРИКАНСКИЙ КОЛОН;КОСТА-РИКА;;;;01.07.1995;09.08.2017
325;148;238;FKP;ФУНТ ФОЛКЛЕНДСКИХ ОСТРОВОВ;ФОЛКЛЕНДСКИЕ ОСТРОВА (МАЛЬВИНСКИЕ);;;;01.01.2003;31.12.2099
323;134;174;KMF;ФРАНК КОМОР;КОМОРЫ;;;;01.01.2003;30.11.2017
178;178;404;KES;КЕНИЙСКИЙ ШИЛЛИНГ;КЕНИЯ;;;;01.07.1995;31.12.2099
266;266;886;YER;ЙЕМЕНСКИЙ РИАЛ;ЙЕМЕН;;;;01.07.1995;31.12.2099
407;311;728;SSP;ЮЖНОСУДАНСКИЙ ФУНТ;ЮЖНЫЙ СУДАН;;;;16.01.2012;31.12.2099
150;150;246;FIM;МАРКА;ФИНЛЯНДИЯ;;;;01.07.1995;31.12.2002
231;231;690;SCR;СЕЙШЕЛЬСКАЯ РУПИЯ;СЕЙШЕЛЬСКИЕ ОСТРОВА;;;;01.07.1995;31.12.2002
261;261;840;USD;ДОЛЛАР США;"АМЕРИКАНСКОЕ САМОА; БРИТАНСКАЯ ТЕРРИТОРИЯ В ИНДИЙСКОМ ОКЕАНЕ; ВИРГИНСКИЕ ОСТРОВА (БРИТАНСКИЕ); ВИРГИНСКИЕ ОСТРОВА (США); ГАИТИ; ГУАМ; МАЛЫЕ ТИХООКЕАНСКИЕ ОТДАЛЕННЫЕ  ОСТРОВА США; МАРШАЛЛОВЫ ОСТРОВА; МИКРОНЕЗИЯ; ПАЛАУ; ПАНАМА; ПУЭРТО-РИКО; СЕВЕРНЫЕ МА";"РИАНСКИЕ ОСТРОВА; СОЕДИНЕННЫЕ ШТАТЫ АМЕРИКИ (США); ТЕРКС И КАЙКОС, ОСТРОВА";;;01.07.1995;31.12.2002
102;102;012;DZD;АЛЖИРСКИЙ ДИНАР;АЛЖИР;;;;01.07.1995;31.12.2099
165;165;348;HUF;ФОРИНТ;ВЕНГРИЯ;;;;01.07.1995;31.12.2099
212;212;558;NIO;ЗОЛОТАЯ КОРДОБА;НИКАРАГУА;;;;01.07.1995;31.12.2099
371;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; ЛЮКСЕМБУРГ; МАЙОТТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕНТ-ПЬЕР И МИКЕЛОН; СЛОВЕНИЯ; ФИНЛ";"ЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ; ЧЕРНОГОРИЯ";;;01.01.2007;31.12.2007
117;117;068;BOB;БОЛИВИАНО;БОЛИВИЯ;;;;01.07.1995;06.09.2009
343;275;960;XDR;СДР (СПЕЦИАЛЬНЫЕ ПРАВА ЗАИМСТВОВАНИЯ);МЕЖДУНАРОДНЫЙ ВАЛЮТНЫЙ ФОНД (МВФ);;;;01.01.2003;31.12.2099
273;273;953;XPF;ФРАНК КФП;"ФРАНЦУЗСКАЯ ПОЛИНЕЗИЯ; НОВАЯ КАЛЕДОНИЯ; УОЛЛИС И ФУТУНА, ОСТРОВА";;;;01.07.1995;31.12.2002
239;239;716;ZWD;ДОЛЛАР ЗИМБАБВЕ;ЗИМБАБВЕ;;;;01.07.1995;29.11.2006
305;181;414;KWD;КУВЕЙТСКИЙ ДИНАР;КУВЕЙТ;;;;01.01.2001;31.12.2099
246;246;760;SYP;СИРИЙСКИЙ ФУНТ;СИРИЙСКАЯ АРАБСКАЯ РЕСПУБЛИКА;;;;01.07.1995;31.12.2099
364;298;944;AZN;АЗЕРБАЙДЖАНСКИЙ МАНАТ;АЗЕРБАЙДЖАН;;;;01.01.2006;31.12.2099
328;201;498;MDL;МОЛДАВСКИЙ ЛЕЙ;МОЛДОВА, РЕСПУБЛИКА;;;;01.01.2003;31.12.2099
146;146;230;ETB;ЭФИОПСКИЙ БЫР;ЭФИОПИЯ;;;;01.07.1995;31.12.2099
356;192;450;MGF;МАЛАГАСИЙСКИЙ ФРАНК;МАДАГАСКАР;;;;01.01.2005;31.12.2006
400;296;946;RON;НОВЫЙ ЛЕЙ;РУМЫНИЯ;;;;16.11.2009;24.06.2012
412;296;946;RON;НОВЫЙ РУМЫНСКИЙ ЛЕЙ;РУМЫНИЯ;;;;25.06.2012;06.09.2015
375;304;938;SDG;СУДАНСКИЙ ФУНТ;СУДАН;;;;01.05.2007;31.12.2099
374;241;736;SDD;СУДАНСКИЙ ДИНАР;СУДАН;;;;01.05.2007;16.09.2007
290;280;974;BYR;БЕЛОРУССКИЙ РУБЛЬ;БЕЛАРУСЬ;;;;01.01.2000;30.06.2016
311;193;454;MWK;КВАЧА;МАЛАВИ;;;;01.07.2001;31.07.2016
157;157;292;GIP;ГИБРАЛТАРСКИЙ ФУНТ;ГИБРАЛТАР;;;;01.07.1995;31.12.2099
258;258;818;EGP;ЕГИПЕТСКИЙ ФУНТ;ЕГИПЕТ;;;;01.07.1995;31.12.2099
172;172;376;ILS;ШЕКЕЛЬ;ИЗРАИЛЬ;;;;01.07.1995;31.12.2000
109;109;044;BSD;БАГАМСКИЙ ДОЛЛАР;БАГАМСКИЕ ОСТРОВА;;;;01.07.1995;31.12.2002
216;216;590;PAB;БАЛЬБОА;ПАНАМА;;;;01.07.1995;31.12.2099
431;183;418;LAK;ЛАОССКИЙ КИП;ЛАОС;;;;01.12.2017;19.08.2018
320;120;090;SBD;ДОЛЛАР СОЛОМОНОВЫХ ОСТРОВОВ;СОЛОМОНОВЫ ОСТРОВА;;;;01.01.2003;31.12.2099
106;106;032;ARS;АРГЕНТИНСКОЕ ПЕСО;АРГЕНТИНА;;;;01.07.1995;31.12.2099
207;207;528;NLG;НИДЕРЛАНДСКИЙ ГУЛЬДЕН;НИДЕРЛАНДЫ;;;;01.07.1995;31.12.2002
378;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; КИПР; ЛЮКСЕМБУРГ; МАЙОТТА; МАЛЬТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕНТ-ПЬЕР И МИКЕЛОН;С";"ЛОВЕНИЯ; ФИНЛЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ; ЧЕРНОГОРИЯ";;;01.01.2008;31.12.2008
393;306;937;VEF;БОЛИВАР ФУЭРТЕ;ВЕНЕСУЭЛА, БОЛИВАРИАНСКАЯ РЕСПУБЛИКА;;;;07.09.2009;31.12.2012
444;251;784;AED;ДИРХАМ ОАЭ;ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ;;;;01.08.2022;31.12.2099
312;251;784;AED;ДИРХАМ (ОАЭ);ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ (ОАЭ);;;;01.07.2001;31.07.2022
445;256;807;MKD;ДЕНАР;СЕВЕРНАЯ МАКЕДОНИЯ;;;;01.08.2022;31.12.2099
365;256;807;MKD;ДЕНАР;МАКЕДОНИЯ, БЫВШАЯ ЮГОСЛАВСКАЯ РЕСПУБЛИКА;;;;19.06.2006;31.07.2022
215;215;586;PKR;ПАКИСТАНСКАЯ РУПИЯ;ПАКИСТАН;;;;01.07.1995;31.12.2099
185;185;426;LSL;ЛОТИ;ЛЕСОТО;;;;01.07.1995;31.12.2099
268;268;894;ZMK;КВАЧА (ЗАМБИЙСКАЯ);ЗАМБИЯ;;;;01.07.1995;31.12.2002
