ID;CODE;ISO_DIG;ISO_LAT3;NAME_RUS;NAME_COU;NAME_COU1;NAME_COU2;NAME_COU3;CB_DATE;CE_DATE
203;203;508;MZM;МЕТИКАЛ;МОЗАМБИК;;;;01.07.1995;29.11.2006
287;262;858;UYU;УРУГВАЙСКОЕ ПЕСО;УРУГВАЙ;;;;01.11.1999;31.12.2099
139;139;192;CUP;КУБИНСКОЕ ПЕСО;КУБА;;;;01.07.1995;31.12.2099
243;243;748;SZL;ЛИЛАНГЕНИ;СВАЗИЛЕНД;;;;01.07.1995;06.11.2018
122;122;100;BGL;ЛЕВ;БОЛГАРИЯ;;;;01.07.1995;31.12.2003
341;270;950;XAF;ФРАНК КФА ВЕАС;"ГАБОН; КАМЕРУН; КОНГО; ЦЕНТРАЛЬНО-АФРИКАНСКАЯ  РЕСПУБЛИКА; ЧАД; ЭКВАТОРИАЛЬНАЯ ГВИНЕЯ";;;;01.01.2003;31.12.2099
256;256;807;MKD;ДЕНАР;МАКЕДОНИЯ;;;;01.07.1995;30.06.2001
144;144;218;ECS;СУКРЕ;ЭКВАДОР;;;;01.07.1995;31.12.2002
280;138;191;HRK;ХОРВАТСКАЯ КУНА;ХОРВАТИЯ;;;;19.06.1997;31.10.1999
284;138;191;HRK;КУНА;ХОРВАТИЯ;;;;01.11.1999;31.12.2002
300;287;891;YUM;НОВЫЙ ДИНАР;ЮГОСЛАВИЯ;;;;01.01.2001;31.12.2002
338;287;891;YUM;ЮГОСЛАВСКИЙ ДИНАР;ЮГОСЛАВИЯ;;;;01.01.2003;31.12.2003
181;181;414;KWD;КУВЕЙТСКИЙ ДИНАР;"КУВЕЙТ; НЕЙТРАЛЬНАЯ ЗОНА МЕЖДУ САУДОВСКОЙ АРАВИЕЙ И ИРАКОМ";;;;01.07.1995;31.12.2000
173;173;380;ITL;ИТАЛЬЯНСКАЯ ЛИРА;"ВАТИКАН, ГОРОД-ГОСУДАРСТВО;  ИТАЛИЯ; САН-МАРИНО";;;;01.07.1995;31.12.2002
322;129;136;KYD;ДОЛЛАР ОСТРОВОВ КАЙМАН;ОСТРОВА КАЙМАН;;;;01.01.2003;31.12.2099
201;201;498;MDL;МОЛДАВСКИЙ ЛЕЙ;МОЛДОВА;;;;01.07.1995;31.12.2002
182;182;417;KGS;СОМ (КИРГИЗСКИЙ);КИРГИЗСТАН;;;;01.07.1995;30.06.2001
430;141;203;CZK;ЧЕШСКАЯ КРОНА;ЧЕХИЯ;;;;01.12.2017;31.12.2099
342;273;953;XPF;ФРАНК КФП;"НОВАЯ КАЛЕДОНИЯ; ФРАНЦУЗСКАЯ ПОЛИНЕЗИЯ; УОЛЛИС И ФУТУНА";;;;01.01.2003;31.12.2099
446;261;840;USD;ДОЛЛАР США;"АМЕРИКАНСКОЕ САМОА; БРИТАНСКАЯ ТЕРРИТОРИЯ В ИНДИЙСКОМ ОКЕАНЕ; БОНЭЙР, СИНТ-ЭСТАТИУС И САБА; ВИРГИНСКИЕ ОСТРОВА (БРИТАНСКИЕ); ВИРГИНСКИЕ ОСТРОВА (США); ГАИТИ; ГУАМ; МАЛЫЕ ТИХООКЕАНСКИЕ ОТДАЛЕННЫЕ ОСТРОВА СОЕДИНЕННЫХ ШТАТОВ; МАРШАЛЛОВЫ ОСТРОВА; МИКРОНЕ";"ЗИЯ (ФЕДЕРАТИВНЫЕ ШТАТЫ); ОСТРОВА ТЕРКС И КАЙКОС; ПАЛАУ; ПАНАМА; ПУЭРТО-РИКО; СЕВЕРНЫЕ МАРИАНСКИЕ ОСТРОВА; СОЕДИНЕННЫЕ ШТАТЫ АМЕРИКИ; ТИМОР-ЛЕСТЕ; ЭКВАДОР; ЭЛЬ-САЛЬВАДОР";;;01.08.2022;31.12.2099
404;261;840;USD;ДОЛЛАР США;"АМЕРИКАНСКОЕ САМОА; БРИТАНСКАЯ ТЕРРИТОРИЯ В ИНДИЙСКОМ ОКЕАНЕ; БОНЭЙР, СИНТ-ЭСТАТИУС И САБА; ВИРГИНСКИЕ ОСТРОВА (БРИТАНСКИЕ); ВИРГИНСКИЕ ОСТРОВА (США); ГАИТИ; ГУАМ; МАЛЫЕ ТИХООКЕАНСКИЕ ОТДАЛЕННЫЕ ОСТРОВА СОЕДИНЕННЫХ ШТАТОВ; МАРШАЛЛОВЫ ОСТРОВА; МИКРОНЕ";"ЗИЯ, ФЕДЕРАТИВНЫЕ ШТАТЫ; ОСТРОВА ТЕРКС И КАЙКОС; ПАЛАУ; ПАНАМА; ПУЭРТО-РИКО; СЕВЕРНЫЕ МАРИАНСКИЕ ОСТРОВА; СОЕДИНЕННЫЕ ШТАТЫ; ТИМОР-ЛЕСТЕ; ЭКВАДОР; ЭЛЬ-САЛЬВАДОР";;;01.07.2011;31.07.2022
387;307;935;ZWR;ДОЛЛАР ЗИМБАБВЕ;ЗИМБАБВЕ;;;;01.01.2009;31.07.2009
335;259;826;GBP;ФУНТ СТЕРЛИНГОВ;СОЕДИНЕННОЕ КОРОЛЕВСТВО;;;;01.01.2003;31.12.2099
225;225;634;QAR;КАТАРСКИЙ РИАЛ;КАТАР;;;;01.07.1995;31.12.2099
168;168;360;IDR;РУПИЯ;"ВОСТОЧНЫЙ ТИМОР; ИНДОНЕЗИЯ";;;;01.07.1995;31.12.2002
111;111;050;BDT;ТАКА;БАНГЛАДЕШ;;;;01.07.1995;31.12.2099
344;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; ЛЮКСЕМБУРГ; МАЙОТТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕНТ-ПЬЕР И МИКЕЛОН; ФИНЛЯНДИЯ; ФРА";"НЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ";;;01.01.2003;31.12.2003
197;197;478;MRO;УГИЯ;МАВРИТАНИЯ;;;;01.07.1995;27.05.2018
189;189;440;LTL;ЛИТОВСКИЙ ЛИТ;ЛИТВА;;;;01.07.1995;31.12.2014
161;161;328;GYD;ГАЙАНСКИЙ ДОЛЛАР;ГАЙАНА;;;;01.07.1995;31.12.2099
257;257;810;RUR;РОССИЙСКИЙ РУБЛЬ;РОССИЯ;;;;01.07.1995;31.12.2003
429;134;174;KMF;КОМОРСКИЙ ФРАНК;КОМОРЫ;;;;01.12.2017;31.12.2099
373;303;941;RSD;СЕРБСКИЙ ДИНАР;СЕРБИЯ;;;;01.01.2007;31.12.2099
352;292;970;COU;ЕДИНИЦА РЕАЛЬНОЙ СТОИМОСТИ;КОЛУМБИЯ;;;;01.01.2004;31.12.2099
302;289;977;BAM;КОНВЕРТИРУЕМАЯ МАРКА;БОСНИЯ И ГЕРЦЕГОВИНА;;;;01.01.2001;31.12.2099
277;277;986;BRL;БРАЗИЛЬСКИЙ РЕАЛ;БРАЗИЛИЯ;;;;17.03.1997;31.12.2099
112;112;051;AMD;АРМЯНСКИЙ ДРАМ;АРМЕНИЯ;;;;17.03.1997;31.12.2099
235;235;704;VND;ДОНГ;ВЬЕТНАМ;;;;01.07.1995;31.12.2099
403;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; КИПР; ЛЮКСЕМБУРГ; МАЙОТТА; МАЛЬТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕН-БАРТЕЛЕ";"МИ; СЕН-МАРТЕН; СЕНТ-ПЬЕР И МИКЕЛОН; СЛОВАКИЯ; СЛОВЕНИЯ; ФИНЛЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ; ЧЕРНОГОРИЯ; ЭСТОНИЯ";;;01.01.2011;24.06.2012
386;309;931;CUC;КОНВЕРТИРУЕМОЕ ПЕСО;КУБА;;;;01.07.2009;31.12.2099
226;226;642;ROL;ЛЕЙ;РУМЫНИЯ;;;;01.07.1995;30.06.2005
114;114;056;BEF;БЕЛЬГИЙСКИЙ ФРАНК;БЕЛЬГИЯ;;;;01.07.1995;31.12.2002
397;295;949;TRY;ТУРЕЦКАЯ ЛИРА;ТУРЦИЯ;;;;15.01.2009;31.12.2099
296;172;376;ILS;НОВЫЙ ИЗРАИЛЬСКИЙ ШЕКЕЛЬ;ИЗРАИЛЬ;;;;01.01.2001;31.12.2099
202;202;504;MAD;МАРОККАНСКИЙ ДИРХАМ;"ЗАПАДНАЯ САХАРА; МАРОККО";;;;01.07.1995;31.12.2099
137;137;191;HRD;ХОРВАТСКИЙ ДИНАР;ХОРВАТИЯ;;;;01.07.1995;18.06.1997
152;152;262;DJF;ФРАНК ДЖИБУТИ;ДЖИБУТИ;;;;01.07.1995;31.12.2099
125;125;112;BYB;БЕЛОРУССКИЙ РУБЛЬ;БЕЛАРУСЬ;;;;17.03.1997;30.06.2001
423;313;933;BYN;БЕЛОРУССКИЙ РУБЛЬ;БЕЛАРУСЬ;;;;01.07.2016;31.12.2099
142;142;208;DKK;ДАТСКАЯ КРОНА;"ГРЕНЛАНДИЯ; ДАНИЯ; ФАРЕРСКИЕ ОСТРОВА";;;;01.07.1995;31.12.2099
204;204;512;OMR;ОМАНСКИЙ РИАЛ;ОМАН;;;;01.07.1995;31.12.2099
133;133;170;COP;КОЛУМБИЙСКОЕ ПЕСО;КОЛУМБИЯ;;;;01.07.1995;31.12.2099
394;279;978;EUR;ЕВРО;"АВСТРИЯ; АНДОРРА; БЕЛЬГИЯ; ГВАДЕЛУПА; ГЕРМАНИЯ; ГРЕЦИЯ; ИРЛАНДИЯ; ИСПАНИЯ; ИТАЛИЯ; КИПР; ЛЮКСЕМБУРГ; МАЙОТТА; МАЛЬТА; МАРТИНИКА; МОНАКО; НИДЕРЛАНДЫ; ПАПСКИЙ ПРЕСТОЛ (ГОСУДАРСТВО - ГОРОД ВАТИКАН); ПОРТУГАЛИЯ; РЕЮНЬОН; САН-МАРИНО; СЕН-БАРТЕЛЕМИ; СЕН-МА";"РТЕН; СЕНТ-ПЬЕР И МИКЕЛОН; СЛОВАКИЯ; СЛОВЕНИЯ; ФИНЛЯНДИЯ; ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ; ЧЕРНОГОРИЯ";;;07.09.2009;15.11.2009
376;305;936;GHS;СЕДИ ГАНЫ;ГАНА;;;;17.09.2007;15.11.2009
175;175;392;JPY;ЙЕНА;ЯПОНИЯ;;;;01.07.1995;06.09.2009
408;188;434;LYD;ЛИВИЙСКИЙ ДИНАР;ЛИВИЯ;;;;25.06.2012;31.12.2099
140;140;196;CYP;КИПРСКИЙ ФУНТ;КИПР;;;;01.07.1995;31.12.2007
128;128;132;CVE;ЭСКУДО КАБО-ВЕРДЕ;КАБО-ВЕРДЕ;;;;01.07.1995;31.12.2099
236;236;705;SIT;ТОЛАР;СЛОВЕНИЯ;;;;01.07.1995;31.12.2006
301;288;972;TJS;СОМОНИ;ТАДЖИКИСТАН;;;;01.01.2001;31.12.2099
160;160;324;GNF;ГВИНЕЙСКИЙ ФРАНК;ГВИНЕЯ;;;;01.07.1995;31.12.2099
248;248;764;THB;БАТ;ТАИЛАНД;;;;01.07.1995;31.12.2099
351;291;969;MGA;АРИАРИ;МАДАГАСКАР;;;;01.01.2004;31.12.2004
396;132;156;CNY;ЮАНЬ;КИТАЙ;;;;07.09.2009;31.12.2099
214;214;578;NOK;НОРВЕЖСКАЯ КРОНА;"БУВЕ, ОСТРОВ; НОРВЕГИЯ; СВАЛЬБАРД И ЯН МАЙЕН, ОСТРОВА";;;;01.07.1995;31.12.2002
428;130;144;LKR;ШРИ-ЛАНКИЙСКАЯ РУПИЯ;ШРИ-ЛАНКА;;;;10.08.2017;31.12.2099
316;272;952;XOF;ФРАНК КФА ВСЕАО;"БЕНИН; БУРКИНА-ФАСО; ГВИНЕЯ-БИСАУ; КОТ Д'ИВУАР; МАЛИ; НИГЕР; СЕНЕГАЛ; ТОГО";;;;01.01.2001;31.12.2099
123;123;104;MMK;КЬЯТ;МЬЯНМА;;;;01.07.1995;31.12.2099
310;182;417;KGS;СОМ;КИРГИЗИЯ;;;;01.07.2001;31.12.2099
425;219;604;PEN;СОЛЬ;ПЕРУ;;;;01.08.2016;31.12.2099
245;245;756;CHF;ШВЕЙЦАРСКИЙ ФРАНК;"ЛИХТЕНШТЕЙН; ШВЕЙЦАРИЯ";;;;01.07.1995;31.12.2099
347;290;971;AFN;АФГАНИ;АФГАНИСТАН;;;;01.06.2003;31.12.2099
372;302;940;UYI;УРУГВАЙСКОЕ ПЕСО В ИНДЕКСИРОВАННЫХ ЕДИНИЦАХ;УРУГВАЙ;;;;01.01.2007;31.12.2099
249;249;776;TOP;ПААНГА;ТОНГА;;;;01.07.1995;31.12.2099
421;296;946;RON;РУМЫНСКИЙ ЛЕЙ;РУМЫНИЯ;;;;07.09.2015;31.12.2099
253;253;792;TRL;ТУРЕЦКАЯ ЛИРА;ТУРЦИЯ;;;;01.07.1995;31.12.2004
210;210;548;VUV;ВАТУ;ВАНУАТУ;;;;01.07.1995;31.12.2099
199;199;484;MXN;МЕКСИКАНСКОЕ НОВОЕ ПЕСО;МЕКСИКА;;;;01.07.1995;31.10.1999
424;193;454;MWK;МАЛАВИЙСКАЯ КВАЧА;МАЛАВИ;;;;01.08.2016;31.12.2099
389;310;932;ZWL;ДОЛЛАР ЗИМБАБВЕ;ЗИМБАБВЕ;;;;01.08.2009;31.12.2099
166;166;352;ISK;ИСЛАНДСКАЯ КРОНА;ИСЛАНДИЯ;;;;01.07.1995;31.12.2099
355;291;969;MGA;МАЛАГАСИЙСКИЙ АРИАРИ;МАДАГАСКАР;;;;01.01.2005;31.12.2099
193;193;454;MWK;КВАЧА (МАЛАВИЙСКАЯ);МАЛАВИ;;;;01.07.1995;30.06.2001
105;105;031;AZM;АЗЕРБАЙДЖАНСКИЙ МАНАТ;АЗЕРБАЙДЖАН;;;;17.03.1997;31.10.2005
358;295;949;TRY;НОВАЯ ТУРЕЦКАЯ ЛИРА;ТУРЦИЯ;;;;01.01.2005;14.01.2009
155;155;280;DEM;НЕМЕЦКАЯ МАРКА;ГЕРМАНИЯ;;;;01.07.1995;31.12.2000
218;218;600;PYG;ГУАРАНИ;ПАРАГВАЙ;;;;01.07.1995;31.12.2099
151;151;250;FRF;ФРАНЦУЗСКИЙ ФРАНК;"АНДОРРА; ГВАДЕЛУПА; МАРТИНИКА;  МОНАКО; РЕЮНЬОН; СЕН-ПЬЕР И МИКЕЛОН;  ФРАНЦИЯ; ФРАНЦУЗСКАЯ ГВИАНА; ФРАНЦУЗСКИЕ ЮЖНЫЕ ТЕРРИТОРИИ";;;;01.07.1995;31.12.2002
435;183;418;LAK;ЛАОССКИЙ КИП;ЛАОССКАЯ НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;;;;20.08.2018;31.12.2099
222;222;620;PTE;ПОРТУГАЛЬСКОЕ ЭСКУДО;ПОРТУГАЛИЯ;;;;01.07.1995;31.12.2002
354;294;968;SRD;СУРИНАМСКИЙ ДОЛЛАР;СУРИНАМ;;;;01.03.2004;31.12.2099
158;158;300;GRD;ДРАХМА;ГРЕЦИЯ;;;;01.07.1995;31.12.2002
418;186;428;LVL;ЛАТВИЙСКИЙ ЛАТ;ЛАТВИЯ;;;;01.01.2014;31.12.2014
217;217;598;PGK;КИНА;ПАПУА-НОВАЯ ГВИНЕЯ;;;;01.07.1995;31.12.2099
282;279;978;EUR;ЕВРО;СТРАНЫ-УЧАСТНИЦЫ ЕВРОПЕЙСКОГО СОЮЗА;;;;01.01.1999;31.12.2001
171;171;372;IEP;ИРЛАНДСКИЙ ФУНТ;ИРЛАНДИЯ;;;;01.07.1995;31.12.2002
432;314;930;STN;ДОБРА;САН-ТОМЕ И ПРИНСИПИ;;;;01.04.2018;31.12.2099
237;237;706;SOS;СОМАЛИЙСКИЙ ШИЛЛИНГ;СОМАЛИ;;;;01.07.1995;31.12.2099
162;162;332;HTG;ГУРД;ГАИТИ;;;;01.07.1995;31.12.2099
367;300;943;MZN;МЕТИКАЛ;МОЗАМБИК;;;;30.11.2006;24.06.2012
230;230;682;SAR;САУДОВСКИЙ РИЯЛ;"САУДОВСКАЯ АРАВИЯ; НЕЙТРАЛЬНАЯ ЗОНА МЕЖДУ САУДОВСКОЙ АРАВИЕЙ И ИРАКОМ";;;;01.07.1995;31.12.2000
159;159;320;GTQ;КЕТСАЛЬ;ГВАТЕМАЛА;;;;01.07.1995;31.12.2099
195;195;462;MVR;РУФИЯ;МАЛЬДИВЫ;;;;01.07.1995;31.12.2099
223;223;624;GWP;ПЕСО ГВИНЕИ-БИСАУ;ГВИНЕЯ-БИСАУ;;;;01.07.1995;01.09.2010
377;306;937;VEF;БОЛИВАР ФУЭРТЕ;ВЕНЕСУЭЛА;;;;17.09.2007;06.09.2009
406;209;533;AWG;АРУБАНСКИЙ ФЛОРИН;АРУБА;;;;16.01.2012;31.12.2099
167;167;356;INR;ИНДИЙСКАЯ РУПИЯ;"БУТАН; ИНДИЯ";;;;01.07.1995;31.12.2099
252;252;788;TND;ТУНИССКИЙ ДИНАР;ТУНИС;;;;01.07.1995;31.12.2099
148;148;238;FKP;ФУНТ ФОЛКЛЕНДСКИХ ОСТРОВОВ;ФОЛКЛЕНДСКИЕ (МАЛЬВИНСКИЕ) ОСТРОВА;;;;01.07.1995;31.12.2002
381;179;408;KPW;СЕВЕРОКОРЕЙСКАЯ ВОНА;КОРЕЯ, НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;;;;01.11.2008;31.12.2099
333;168;360;IDR;РУПИЯ;ИНДОНЕЗИЯ;;;;01.01.2003;31.12.2099
141;141;203;CZK;ЧЕШСКАЯ КРОНА;ЧЕШСКАЯ РЕСПУБЛИКА;;;;01.07.1995;30.11.2017
384;308;934;TMT;НОВЫЙ ТУРКМЕНСКИЙ МАНАТ;ТУРКМЕНИЯ;;;;01.01.2009;15.11.2009
413;308;934;TMT;НОВЫЙ ТУРКМЕНСКИЙ МАНАТ;ТУРКМЕНИЯ;;;;25.06.2012;31.12.2099
196;196;470;MTL;МАЛЬТИЙСКАЯ ЛИРА;МАЛЬТА;;;;01.07.1995;31.12.2007
366;299;942;ZWN;НОВЫЙ ДОЛЛАР ЗИМБАБВЕ;ЗИМБАБВЕ;;;;21.08.2006;29.11.2006
274;274;954;XEU;ЭКЮ (ЕДИНИЦА ЕВРОПЕЙСКОЙ ВАЛЮТЫ);ЕВРОПЕЙСКИЙ ФОНД ФИНАНСОВОГО СОТРУДНИЧЕСТВА;;;;01.07.1995;31.12.2000
330;214;578;NOK;НОРВЕЖСКАЯ КРОНА;"НОРВЕГИЯ; ОСТРОВ БУВЕ; ШПИЦБЕРГЕН И ЯН МАЙЕН";;;;01.01.2003;31.12.2099
313;256;807;MKD;ДИНАР;МАКЕДОНИЯ;;;;01.07.2001;31.12.2002
